batch_number,swipe_file_name,product_category,platform,ad_id,authority_used,copy_tone,cta_type,cta_urgency,duration,emotional_journey,format_type,hook_strength,hook_type,hook_verbatim,mechanism,notes,objection_handling,offer_mentioned,overall_score,pacing,problem_identified,product_type,social_proof_elements,standout_element,visual_style,weaknesses
batch_02_mixed_health_vsl_beauty_pets,"Mixed (Health, VSL, Beauty, Pets)",GetHookdAI(16).mp4,Health/Supplements,"Transformation Promise, Curiosity Gap",5,9.5,"Talking Head, Before/After, Animation, Voiceover + B-roll",The Hook → Problem Agitation & Contrarian View → Root Cause Explanation → The Solution/Mechanism → Product Introduction → Ingredient Breakdown → Application & Future Pacing → Call to Action & Urgency,Expert,"Educational, Authoritative, Reassuring, Urgent",Medium
batch_02_mixed_health_vsl_beauty_pets,"Mixed (Health, VSL, Beauty, Pets)",GetHookdAI(17).mp4,Other,Transformation Promise,4,8,"Talking Head, Animation",Problem -> False Solutions -> Root Cause -> Unique Mechanism -> Solution -> Proof -> CTA,Expert,"Authoritative, Educational, Empathetic",Medium
batch_02_mixed_health_vsl_beauty_pets,"Mixed (Health, VSL, Beauty, Pets)",GetHookdAI(18).mp4,Health/Supplements,"Listicle, Problem Agitation",5,8,"Talking Head, Educational/Explainer",Problem-Agitation-Solution,Expert,"Authoritative, Educational, Contrarian, Urgent",Fast
batch_02_mixed_health_vsl_beauty_pets,"Mixed (Health, VSL, Beauty, Pets)",GetHookdAI(19).mp4,Pain Relief,"Controversy/Contrarian, Problem Agitation",5,9,"Talking Head, Text-on-screen, Testimonial, UGC (User-Generated Content) style, Reaction/Duet style","Contrarian Hook (debunking common treatments) → Introduction of the ""real"" solution → UGC Story/Testimonial (traumatic sciatica experience) → Agitation (failed traditional treatments, side effects) → Introduction of Authority (Dr. Kyle Stephenson) → Mechanism Explanation (blood vessel compression) → Solution Reveal (Two-Tap Method) → Proof (Personal success story) → CTA (Watch the free presentation)","Expert, Customer Testimonial","Urgent, Empathetic, Conversational, Shocking",Fast
batch_02_mixed_health_vsl_beauty_pets,"Mixed (Health, VSL, Beauty, Pets)",GetHookdAI(20).mp4,Health/Supplements,"Problem Agitation, Curiosity Gap",5,8.5,"Talking Head, Text-on-screen",Problem → Agitation → Mechanism → Solution → CTA,Doctor,"Authoritative, empathetic, serious, professional",Medium
batch_02_mixed_health_vsl_beauty_pets,"Mixed (Health, VSL, Beauty, Pets)",GetHookdAI(21).mp4,Health/Supplements,"Curiosity Gap, Problem Agitation",5,8,"Talking Head, Voiceover + B-roll, Text-on-screen, Animation, Doctor Avatar",Problem Agitation → Educational Mechanism → Consequence Warning → Solution Intro → CTA,"Doctor, Expert","Educational, Urgent, Authoritative, Empathetic",Medium
batch_02_mixed_health_vsl_beauty_pets,"Mixed (Health, VSL, Beauty, Pets)",GetHookdAI(22).mp4,Health/Supplements,"Problem Agitation, Curiosity Gap",5,9,"Doctor Avatar, Voiceover + B-roll, Text-on-screen, Product Demo, Animation",Problem Agitation → Mechanism Explanation → Invalidate Alternatives → Introduce Solution → CTA,"Doctor, Expert","Educational, Urgent, Authoritative, Empathetic",Medium
batch_02_mixed_health_vsl_beauty_pets,"Mixed (Health, VSL, Beauty, Pets)",GetHookdAI(23).mp4,Health/Supplements,"Curiosity Gap, Problem Agitation",5,8,"Talking Head, Voiceover + B-roll, Text-on-screen, Animation, Product Demo","Problem (Dribbling/frequent urination) → Agitation (It's not normal aging, it will get worse, pills don't work, surgery is risky) → Mechanism (Bad bacteria causes swelling, tightening the prostate like an ""O-ring"") → Solution/Curiosity (A 30-second method by a top doctor fixes the root cause) → CTA (Click to watch the video).","Doctor, Expert, Institutional","Educational, Urgent, Authoritative, Empathetic",Medium
batch_02_mixed_health_vsl_beauty_pets,"Mixed (Health, VSL, Beauty, Pets)",GetHookdAI(24).mp4,Health/Supplements,"Question, Problem Agitation",5,8,"Talking Head, Doctor Avatar, Voiceover + B-roll, Animation",Problem → Agitation → Mechanism (O-ring analogy) → False Solutions → True Solution → CTA,Doctor,"Educational, Authoritative, Urgent",Medium
batch_02_mixed_health_vsl_beauty_pets,"Mixed (Health, VSL, Beauty, Pets)",GetHookdAI(25).mp4,Health/Supplements,"Warning/Alert, Curiosity Gap",5,8,"Doctor Avatar, Voiceover + B-roll, Animation",Problem → Agitation → Mechanism → Proof → CTA,Doctor,"Shocking, Authoritative, Educational, Urgent",Medium
batch_02_mixed_health_vsl_beauty_pets,"Mixed (Health, VSL, Beauty, Pets)",GetHookdAI(26).mp4,Health/Supplements,"Warning/Alert, Problem Agitation",5,8.5,"Talking Head, Voiceover + B-roll, Text-on-screen, Animation","Problem Agitation (Heavy legs) → Root Cause Reveal (Failing kidneys/Fluid retention) → False Solutions (Water pills, socks) → Core Mechanism (Depleted magnesium) → Product Introduction (12-in-1 Complex) → Anecdotal Proof (Patient success stories) → Urgency/CTA",Doctor/Expert Avatar,"Urgent, Authoritative, Educational, Warning",Medium
batch_02_mixed_health_vsl_beauty_pets,"Mixed (Health, VSL, Beauty, Pets)",GetHookdAI(27).mp4,Health/Supplements,"Warning/Alert, Problem Agitation",5,9,"Talking Head, Animation, Voiceover + B-roll, Text-on-screen",Problem Agitation (Heavy legs/Kidney warning) → Mechanism Explanation (Fluid retention/Sodium buildup) → False Solutions (Water pills/Cheap magnesium) → Unique Mechanism (Specific magnesium forms needed) → Product Introduction (Puravita) → CTA,Expert,"Authoritative, Educational, Urgent",Medium
batch_02_mixed_health_vsl_beauty_pets,"Mixed (Health, VSL, Beauty, Pets)",GetHookdAI(28).mp4,Health/Supplements,"Curiosity Gap, Authority Statement",5,9,"Doctor Avatar, Talking Head, Text-on-screen","Authority Intro → Emotional Story/Agitation (Mother's dialysis) → Problem Identification (Systemic failure/Dialysis industry) → False Solutions (Water, salt, wrong supplements) → Core Mechanism (Magnesium deficiency) → Product Solution (PuraVita) → Guarantee → CTA",Doctor,"Authoritative, Empathetic, Educational, Urgent",Medium
batch_02_mixed_health_vsl_beauty_pets,"Mixed (Health, VSL, Beauty, Pets)",GetHookdAI(29).mp4,Health/Supplements,"Curiosity Gap, Warning/Alert",5,9.5,"Voiceover + B-roll, Animation, Text-on-screen","Hook (Unexpected Analogy) → Problem Explanation (Biology of hangovers) → Agitation (Depleted liver function over time) → Mechanism/Solution (High-purity Silymarin) → Proof (Sourcing, Testimonials) → CTA","Expert, Customer Testimonial","Educational, Authoritative, Conversational",Fast
batch_02_mixed_health_vsl_beauty_pets,"Mixed (Health, VSL, Beauty, Pets)",GetHookdAI(30).mp4,Health/Supplements,"Listicle, Problem Agitation",4,8,"Talking Head, Text-on-screen",Problem Identification -> Validation -> Product Introduction -> Mechanism Explanation -> Usage Instructions -> CTA,Expert,"Educational, Conversational, Authoritative",Medium
batch_02_mixed_health_vsl_beauty_pets,"Mixed (Health, VSL, Beauty, Pets)",GetHookdAI(31).mp4,Pets,Curiosity Gap,5,9,Voiceover + B-roll,"Problem (Desperate dog mom trying everything) -> Agitation (Expensive vet bills, ineffective meds, dog suffering) -> Discovery (Visiting a rescue and seeing healthy dogs) -> Epiphany/Mechanism (Learning it's a gut issue, not a skin issue) -> Solution (Introducing the product) -> Proof (Before/afters, reviews, stats) -> Offer/CTA (Guarantee, bundle deal).",UGC Creator,"Empathetic, Frustrated (initially), Educational, Hopeful, Urgent, Convincing",Fast
batch_02_mixed_health_vsl_beauty_pets,"Mixed (Health, VSL, Beauty, Pets)",GetHookdAI(32).mp4,Health/Supplements,"Curiosity Gap, Controversy/Contrarian",5,8,"Talking Head, B-roll, Text-on-screen",Problem (Hidden causes of gut damage) → Agitation (Common solutions fail/make it worse) → Solution (A specific missing compound) → Authority Introduction (Dr. Gina Sam) → Call to Action (Watch free video),Doctor,"Urgent, Authoritative, Empathetic, Shocking",Fast
batch_02_mixed_health_vsl_beauty_pets,"Mixed (Health, VSL, Beauty, Pets)",GetHookdAI(33).mp4,Health/Supplements,"Warning/Alert, Curiosity Gap, Listicle",5,9,"Talking Head, Voiceover + B-roll, Text-on-screen, Animation",Problem → Agitation → Mechanism → Proof → CTA,"Doctor, Scientist","Urgent, Educational, Conversational, Shocking",Fast
batch_02_mixed_health_vsl_beauty_pets,"Mixed (Health, VSL, Beauty, Pets)",GetHookdAI(34).mp4,Health/Supplements,"Curiosity Gap, Controversy/Contrarian",5,8,"Text-on-screen, VSL",Problem Agitation → Failed Solutions → Epiphany/New Mechanism → Solution Introduction → Transformation/Proof → Soft Warning/Conclusion,"Customer Testimonial, Expert","Empathetic, Educational, Conversational",Slow
batch_02_mixed_health_vsl_beauty_pets,"Mixed (Health, VSL, Beauty, Pets)",GetHookdAI(35).mp4,Pain Relief,"Curiosity Gap, Problem Agitation",5,9,"Talking Head, Doctor Avatar, Text-on-screen, Voiceover + B-roll, Product Demo","Hook (Interactive physical test) → Problem Definition (Somatic tinnitus & nerve compression) → Agitation (Condition worsens with age, common treatments fail) → Mechanism Explanation (The need for traction, EMS, and heat) → Proof (Clinical Study) → Solution Introduction (Neckline device) → CTA.",Doctor / Expert,"Educational, Authoritative, Empathetic",Medium
batch_02_mixed_health_vsl_beauty_pets,"Mixed (Health, VSL, Beauty, Pets)",GetHookdAI(36).mp4,Pain Relief,"Curiosity Gap, Controversy/Contrarian",5,9,"Text-on-screen, VSL","Problem & Deep Agitation (14 years of suffering, failed treatments, depression) → Epiphany/Discovery (Physical therapist finds the real root cause) → Mechanism of Action (Detailed anatomical explanation of neck compression) → Solution Introduction (Neckline device replicates the PT's treatment) → Transformation/Results (Sleeping through the night, ringing disappears) → Soft/Implied CTA.","Customer Testimonial, Expert","Empathetic, Serious, Educational, Hopeful",Slow
batch_02_mixed_health_vsl_beauty_pets,"Mixed (Health, VSL, Beauty, Pets)",GetHookdAI(37).mp4,Health/Supplements,Problem Agitation,5,8,"VSL, Voiceover + B-roll, Text-on-screen","Problem (Sleeplessness due to ringing) -> Agitation (Impact on life, relationships, mental health) -> Education/Mechanism (Explaining the 'neural chain reaction') -> False Solutions (Debunking other treatments) -> Solution (Aurora Spray and its ingredients) -> Social Proof (Testimonial) -> Offer/CTA.",Other,"Empathetic, serious, educational, hopeful",Slow
batch_03_adlibrary_mixed,AdLibrary + Media Files,,,,,,,,,,
batch_03_adlibrary_mixed,AdLibrary + Media Files,AdLibrary(1).mp4,Tech,"Bold Claim, Curiosity Gap",5,8,"Doctor Avatar, Voiceover + B-roll, Text-on-screen, VSL",Problem (High gas prices) → Discovery Story (Borrowing neighbor's truck) → Conspiracy/Agitation (Big Oil scam) → Mechanism (Electromagnetic realignment) → Proof (Engineer backstory & Testimonials) → CTA,Doctor,"Conversational, Authoritative, Shocking, Urgent",Medium
